1
100 10000 10000
48 11 50 994
85 47 223 991
7 59 166 994
52 22 60 996
5 74 17 998
80 46 30 990
45 14 12 995
22 41 222 995
93 42 167 998
86 85 232 992
27 74 143 998
74 23 9 995
3 13 16 997
58 30 138 996
80 46 100 998
89 83 140 991
51 50 157 992
50 72 161 999
44 95 193 997
76 75 186 997
67 25 21 996
13 29 153 995
63 93 91 998
97 19 112 999
88 33 123 991
66 77 234 994
35 58 76 999
14 97 155 992
95 88 98 992
28 53 248 999
66 77 80 990
92 82 195 990
55 100 208 1000
38 67 39 990
98 92 38 992
98 92 137 997
66 77 43 997
71 52 132 994
13 29 224 999
23 21 223 997
90 39 57 999
89 83 149 996
52 22 85 991
6 31 201 991
45 14 112 996
63 93 30 999
68 66 44 991
80 46 161 996
72 48 181 993
4 90 236 995
27 69 203 996
22 84 130 998
46 49 233 994
68 66 114 991
54 78 66 993
39 44 221 990
27 69 9 1000
59 5 241 990
58 30 153 990
98 92 220 993
70 99 224 993
49 2 152 990
89 83 186 990
89 83 229 1000
34 64 53 998
90 39 59 1000
79 91 176 998
89 83 92 996
86 85 1 998
9 28 91 992
73 98 228 991
78 87 29 997
5 74 212 999
42 89 67 992
50 72 35 1000
98 92 244 996
97 19 242 994
93 42 122 998
71 52 12 998
89 83 158 991
65 45 84 995
98 92 198 993
62 8 174 997
30 37 208 1000
33 10 169 997
63 93 63 992
28 53 48 993
46 49 205 991
70 99 38 998
19 56 178 997
4 90 24 997
27 69 23 991
9 28 213 990
49 2 224 996
19 56 141 997
69 12 126 990
96 70 236 993
31 15 139 991
37 4 138 991
96 70 238 994
76 75 221 990
94 54 225 992
19 56 145 993
8 43 24 998
36 94 184 990
96 70 167 992
33 10 122 993
31 15 148 999
64 18 31 991
2 34 139 990
3 13 121 994
75 84 207 998
87 57 43 998
52 22 170 991
1 68 137 994
59 5 132 997
70 99 245 998
57 96 165 996
14 97 144 999
94 54 1 994
15 65 26 996
4 90 61 992
60 26 223 991
4 90 241 1000
13 29 44 996
68 66 94 992
99 81 105 994
45 14 150 994
76 75 199 992
32 35 33 996
48 11 22 1000
25 7 221 999
80 46 18 996
56 36 67 992
82 51 29 997
5 74 123 992
10 73 231 997
10 73 226 996
47 16 78 997
13 29 212 998
50 72 50 993
93 42 212 992
52 22 85 993
85 47 44 991
98 92 135 997
56 36 174 993
77 80 63 990
69 12 182 999
82 51 139 991
66 77 174 998
12 60 53 996
6 31 210 1000
86 85 128 997
65 45 163 998
44 95 21 997
63 93 114 992
53 63 148 993
74 23 15 996
23 21 65 992
25 7 204 996
20 3 99 995
64 18 208 994
92 82 218 1000
55 100 58 992
39 44 119 995
59 5 130 998
88 33 213 996
45 14 50 993
83 76 160 998
86 85 192 996
12 60 4 991
99 81 23 993
60 26 177 996
22 41 4 995
72 48 119 993
57 96 29 995
5 74 243 996
56 36 196 999
33 10 168 1000
54 78 37 992
20 3 188 991
11 89 206 998
53 63 176 993
66 77 14 996
57 96 189 999
47 16 108 993
76 75 99 997
53 63 224 992
1 68 203 997
27 69 12 994
49 2 142 998
35 58 238 993
51 50 111 996
59 90 59 991
96 70 107 995
32 35 169 994
16 38 37 999
39 44 118 994
40 6 51 995
60 26 107 997
34 64 185 995
61 71 221 992
3 13 245 991
17 55 122 993
91 85 93 4
65 45 58 993
20 3 196 991
94 54 176 999
22 41 146 996
79 91 121 992
15 65 242 991
66 77 62 995
32 35 68 994
91 32 68 1000
52 22 127 997
64 18 30 993
26 24 125 991
47 16 129 991
94 54 230 996
80 46 150 995
64 18 98 992
8 43 124 997
39 44 106 993
36 94 140 999
86 85 129 992
89 83 202 993
10 73 188 996
11 61 50 991
64 18 28 997
66 77 132 995
41 20 208 996
60 26 122 996
36 94 17 1000
58 30 217 999
17 55 216 992
10 73 81 996
5 74 136 998
64 18 75 992
43 17 243 996
43 17 159 991
25 7 182 992
77 80 137 999
78 87 176 992
60 26 58 997
40 6 246 999
3 13 138 992
90 39 171 998
99 81 141 992
41 20 23 997
3 13 249 995
10 73 87 995
46 49 5 999
33 10 150 991
96 70 106 990
38 67 106 994
31 15 4 1000
69 12 225 1000
16 38 18 997
19 56 2 994
23 21 70 998
64 18 194 995
44 95 90 997
28 53 222 995
84 62 165 999
4 90 51 995
91 32 188 995
55 100 197 996
69 12 209 995
7 59 190 991
59 5 89 998
15 65 61 1000
88 33 66 998
8 43 149 996
42 89 87 1000
26 24 20 1000
72 48 237 997
2 34 116 993
45 14 104 995
87 57 181 992
18 27 104 992
59 5 177 999
79 91 168 993
39 44 101 999
68 66 14 997
53 63 237 999
45 14 164 994
24 9 106 992
68 66 68 990
48 11 57 990
37 4 26 1000
98 92 5 995
28 53 211 992
45 14 11 997
43 17 103 997
96 70 22 996
94 54 112 997
31 15 171 1000
95 88 193 997
13 29 209 991
92 82 97 999
73 98 228 999
30 37 77 996
46 49 123 993
39 44 100 995
19 56 70 990
12 60 249 995
42 89 87 992
47 16 102 992
99 81 118 998
71 52 246 992
92 82 54 994
77 80 246 999
4 90 225 995
90 39 48 994
46 49 186 999
25 7 101 990
17 55 114 998
14 97 231 1000
46 49 202 996
76 75 180 996
61 71 80 1000
26 24 30 999
71 52 126 990
68 66 163 997
46 49 202 990
63 93 248 993
35 58 226 990
91 32 7 995
37 4 225 991
47 16 197 997
6 31 72 999
2 34 116 993
91 32 139 996
63 93 159 992
91 32 8 995
39 44 223 1000
48 11 60 994
18 27 111 995
45 14 235 994
13 29 43 991
3 13 250 994
27 69 60 999
75 84 138 990
4 90 219 999
50 72 186 999
90 39 119 990
20 3 173 991
54 78 202 994
98 92 153 990
79 91 193 999
88 33 235 990
5 74 87 997
96 70 247 997
85 47 225 995
67 25 196 998
70 99 234 997
47 16 172 990
97 19 80 999
2 34 57 991
55 100 101 1000
86 85 192 998
99 81 118 999
51 50 232 996
80 46 59 996
55 100 142 998
10 73 47 997
15 65 212 999
23 21 97 1000
79 91 54 992
31 15 230 997
34 64 185 993
37 4 52 994
98 92 109 995
27 69 52 1000
25 7 30 992
30 37 110 999
8 43 33 990
78 87 117 994
46 49 59 993
63 93 229 992
44 95 234 999
51 50 217 991
86 85 30 990
99 81 158 990
55 100 59 994
24 9 27 994
73 98 21 993
84 62 240 994
32 35 245 990
99 81 66 999
41 20 71 999
98 92 170 996
34 64 1 997
43 17 69 997
72 48 45 995
54 78 178 991
57 96 148 998
68 66 211 996
10 73 214 994
46 49 227 1000
57 96 41 996
12 60 11 993
66 77 131 1000
28 53 72 1000
13 29 69 999
74 23 133 995
36 94 218 993
77 80 248 999
7 59 81 994
69 12 231 993
12 60 89 991
76 75 183 999
7 59 159 997
99 81 46 996
10 73 25 993
51 50 205 992
87 57 9 995
72 48 168 992
58 30 241 995
25 7 146 999
60 26 249 998
90 39 71 995
45 14 61 997
62 8 93 998
12 60 213 996
31 15 159 992
20 3 109 990
93 42 21 998
95 88 214 990
75 84 20 990
15 65 141 995
59 5 111 990
18 27 38 995
54 78 57 991
69 12 65 1000
50 72 152 999
54 78 9 997
90 39 127 996
83 76 163 993
90 39 214 1000
65 45 64 993
3 13 149 998
87 57 249 990
93 42 96 999
22 41 166 1000
71 52 12 1000
26 24 238 998
15 65 30 998
89 83 154 996
52 22 235 993
27 69 3 994
37 4 173 991
41 20 233 998
16 38 169 990
25 7 122 991
9 28 130 998
26 24 144 992
23 21 98 995
60 26 227 999
55 100 215 990
40 6 77 998
53 63 34 991
26 24 39 996
10 73 39 997
78 87 54 990
1 68 24 996
1 68 241 994
31 15 196 997
88 33 245 990
95 88 21 995
79 91 3 990
21 40 32 998
19 56 47 1000
69 12 160 998
65 45 248 995
8 57 217 993
46 49 55 997
43 17 100 993
19 56 45 997
74 23 246 995
31 15 248 991
51 50 200 996
83 76 173 997
74 23 174 998
59 5 202 1000
22 41 113 995
39 44 158 999
79 91 1 998
38 67 70 991
35 58 204 997
32 35 232 992
68 66 227 990
3 13 89 997
22 41 223 994
58 30 155 996
14 97 134 993
28 53 17 996
96 70 105 995
78 87 152 999
84 62 157 998
58 30 87 1000
59 5 9 996
75 84 133 991
97 19 224 993
75 84 234 993
14 97 163 993
13 29 125 991
57 96 115 999
49 2 151 994
23 21 40 991
21 40 143 992
33 10 26 995
12 60 197 990
35 58 136 996
11 61 48 993
89 83 136 996
88 33 5 993
13 29 204 992
7 59 213 1000
15 65 158 991
77 80 199 996
67 25 137 995
56 36 244 999
82 51 144 994
97 19 93 995
58 30 191 995
83 76 171 992
57 96 140 990
50 72 232 994
50 72 211 990
30 37 70 998
77 80 163 993
46 49 129 997
96 70 226 995
66 77 182 993
96 70 186 990
2 34 61 992
88 33 190 993
93 42 156 991
99 81 233 992
99 81 122 993
51 50 179 996
35 58 28 990
27 69 102 998
51 50 212 996
97 19 126 996
20 3 181 997
67 25 196 991
99 81 200 991
55 100 37 997
63 93 239 998
24 9 184 1000
74 23 165 997
17 55 52 999
78 87 214 997
67 25 134 992
91 32 140 996
22 41 141 998
62 8 191 992
72 48 62 1000
54 78 136 990
58 30 244 991
22 41 110 991
22 41 191 992
49 2 24 996
57 96 188 993
39 44 114 998
55 100 150 990
34 64 85 995
26 24 64 994
73 98 166 996
95 88 14 1000
79 91 153 990
60 26 192 992
28 53 163 998
80 46 159 992
18 27 39 998
72 48 35 992
69 12 9 1000
73 98 12 998
99 81 24 990
68 66 132 996
84 62 239 996
64 18 77 996
23 21 227 990
13 29 60 999
13 29 107 998
19 56 119 997
98 92 222 993
17 55 198 994
84 62 41 997
63 93 238 994
74 23 229 1000
12 60 78 996
52 22 177 994
95 88 89 999
49 2 160 1000
61 71 69 996
36 94 207 995
70 99 214 991
90 39 147 999
26 24 118 990
50 72 101 996
4 90 36 999
64 18 4 994
63 93 24 999
52 22 90 994
72 48 118 990
54 78 116 998
45 14 115 995
9 28 146 996
92 82 52 997
93 42 187 997
62 8 61 999
93 42 114 996
69 12 164 991
77 80 97 992
65 45 90 999
97 19 120 992
25 7 185 990
21 40 107 993
61 71 4 996
71 52 22 996
93 42 116 997
13 29 116 997
12 60 216 992
71 52 151 990
70 99 117 997
74 23 208 995
6 31 123 990
19 56 12 993
96 70 219 998
99 55 96 8
87 57 228 1000
20 3 53 996
39 44 175 994
27 69 64 998
67 25 95 994
64 18 2 998
30 37 71 992
1 68 191 992
37 4 232 991
93 42 29 994
35 58 116 996
72 48 116 1000
61 71 44 997
98 24 57 994
8 43 125 990
66 77 42 994
10 73 82 1000
51 50 55 993
63 93 38 991
55 100 141 1000
87 57 119 1000
52 22 163 1000
53 63 240 996
36 94 225 993
89 83 163 999
82 51 137 991
91 32 225 999
5 74 72 991
4 90 96 993
1 68 231 992
88 33 68 999
22 41 163 997
33 10 150 994
39 44 246 995
20 3 76 996
82 51 216 1000
63 93 173 998
3 13 94 995
66 77 111 990
38 67 76 990
80 46 42 990
62 8 181 993
11 61 8 992
69 12 229 1000
16 38 104 999
54 78 190 994
26 24 6 996
75 84 106 997
65 45 178 992
39 44 136 995
21 40 76 991
44 95 248 991
78 87 100 990
1 68 249 996
44 95 176 998
7 59 125 996
37 4 133 998
14 97 30 992
74 23 52 996
11 61 136 990
69 12 126 1000
82 51 216 990
93 42 111 1000
11 61 180 996
71 52 203 995
48 11 154 1000
79 91 41 995
59 5 1 993
39 44 141 999
77 80 181 994
49 2 240 994
54 78 91 991
56 36 140 994
55 100 161 998
12 60 11 994
51 50 89 995
13 29 50 1000
85 47 206 1000
69 12 167 996
2 34 137 995
51 50 120 991
33 10 93 990
3 13 178 993
22 41 71 992
74 23 110 995
20 3 140 990
42 89 220 994
60 26 55 1000
38 67 171 996
47 16 182 1000
48 11 16 996
19 56 173 991
34 64 84 999
23 21 168 990
65 45 138 991
62 8 197 994
72 48 25 992
21 40 102 990
11 61 208 997
52 22 130 993
23 21 23 993
19 56 239 995
70 99 170 995
73 98 141 1000
88 33 22 991
73 98 78 999
42 89 117 997
77 80 131 992
63 93 238 1000
75 84 102 990
35 58 227 999
69 12 9 996
66 77 35 999
14 97 208 999
19 56 65 991
53 63 172 993
10 73 173 991
72 48 46 996
45 14 187 998
68 66 13 995
25 7 120 991
13 29 228 1000
39 44 106 998
53 63 31 995
50 72 12 997
75 84 62 999
26 24 59 994
9 28 88 997
95 88 189 998
13 29 229 991
9 28 177 1000
30 37 205 999
95 88 216 999
21 40 121 997
4 90 142 1000
4 90 112 991
47 16 108 995
73 98 65 1000
5 74 241 993
43 17 81 1000
32 35 57 993
15 65 197 991
56 36 250 996
60 26 195 996
75 84 5 1000
41 20 44 995
98 92 202 993
38 67 6 991
45 14 91 992
41 20 150 998
40 6 143 991
61 71 124 995
43 17 53 990
53 63 10 994
66 77 79 998
69 12 230 990
2 34 106 995
31 15 159 998
26 24 222 991
66 77 186 997
67 25 87 1000
14 97 126 990
91 32 216 991
22 41 170 997
24 9 138 997
85 47 74 998
37 4 153 997
28 53 6 991
66 77 217 997
58 30 59 999
62 8 171 999
32 35 64 997
88 33 2 990
75 84 126 993
8 43 207 990
48 11 234 998
98 92 167 998
89 83 206 990
40 6 51 990
75 84 220 992
41 62 3 1000
90 39 87 994
47 16 137 991
5 74 43 999
24 9 150 991
59 5 164 1000
41 20 20 993
84 62 87 998
36 94 73 990
97 19 13 990
64 18 8 998
71 52 89 997
4 90 149 991
57 96 29 992
31 15 3 991
44 95 196 992
75 84 147 992
72 48 249 997
50 72 155 995
71 52 107 996
75 84 30 998
11 61 10 999
66 77 36 993
39 44 146 995
51 14 209 9
51 50 65 999
8 43 188 997
89 83 216 993
92 82 247 993
70 99 36 997
16 38 68 990
75 84 11 996
88 33 209 994
96 70 179 997
1 68 142 999
20 3 223 994
10 73 143 994
36 94 131 998
34 64 122 997
15 65 81 991
56 36 106 990
68 66 208 993
27 69 134 995
52 22 82 998
33 10 110 997
54 78 175 993
71 52 66 990
33 10 63 994
77 80 2 997
64 18 191 1000
3 13 173 1000
10 73 201 990
37 4 200 995
73 98 138 991
89 83 98 993
48 11 119 992
40 6 245 993
60 26 51 1000
43 17 3 997
59 5 200 990
96 70 59 996
65 45 55 996
9 28 90 1000
86 85 219 1000
64 18 90 995
62 8 249 990
90 39 49 997
53 63 74 999
97 19 138 991
7 59 57 994
93 42 89 994
32 35 119 996
61 71 97 993
42 89 207 996
22 41 134 994
66 77 201 997
73 98 119 992
16 80 84 2
6 31 110 990
53 63 103 994
85 47 51 992
92 82 133 991
94 54 73 996
91 32 10 997
46 49 124 996
84 62 208 990
91 32 76 996
79 91 221 996
5 74 88 992
39 44 191 993
71 52 71 995
96 70 45 998
50 72 75 998
20 3 58 999
66 77 250 990
18 27 208 991
49 2 95 998
20 3 186 996
74 23 45 991
72 48 86 992
49 2 56 997
79 91 175 995
10 73 213 990
5 74 164 993
36 94 188 995
78 87 247 991
19 56 16 994
52 22 141 992
83 76 224 998
52 22 222 997
89 83 150 990
17 55 209 991
93 42 85 998
42 89 224 990
79 91 185 996
25 7 206 991
87 57 153 991
20 3 138 994
44 95 141 1000
39 44 218 1000
30 37 228 998
23 21 104 992
6 31 71 1000
45 14 176 997
14 97 104 992
43 17 163 996
48 11 123 1000
78 87 180 995
88 33 248 991
1 68 137 999
51 50 45 990
4 90 189 998
76 75 240 1000
76 75 56 1000
87 57 97 996
5 74 105 997
61 71 141 990
82 51 75 1000
28 53 160 995
95 88 220 995
20 3 114 990
4 90 133 999
20 3 29 999
24 9 72 993
28 53 237 994
49 2 172 995
39 44 165 991
67 25 110 997
57 96 1 999
35 58 144 991
5 74 102 999
11 61 18 990
41 20 222 1000
96 70 225 999
14 97 26 1000
4 90 228 996
68 66 50 1000
12 60 88 999
32 35 163 990
31 15 122 992
55 100 194 997
64 18 238 994
72 48 141 999
12 60 116 994
36 94 22 998
57 96 198 991
57 96 191 995
43 17 203 999
69 12 31 999
36 94 215 994
76 75 193 1000
48 11 112 993
88 33 114 995
74 23 30 992
41 20 91 999
48 11 94 992
75 84 179 999
50 72 54 996
49 67 93 994
16 38 89 1000
15 65 18 1000
86 85 170 996
51 50 223 999
72 48 45 994
53 63 211 993
64 18 190 991
98 92 14 993
27 69 5 993
12 21 239 991
95 88 52 995
38 67 5 996
63 93 209 999
73 98 55 1000
63 93 110 994
8 43 21 1000
14 97 56 998
38 67 186 999
17 55 167 994
4 90 233 993
96 70 41 999
61 71 98 998
19 56 50 992
71 52 185 990
97 19 82 990
2 34 67 999
86 85 221 997
86 85 50 993
95 88 67 993
48 11 205 996
11 61 203 1000
85 47 34 997
73 98 34 993
85 91 240 1000
61 71 116 999
95 88 250 999
83 76 27 994
67 25 64 999
34 64 70 999
22 41 90 993
60 26 148 990
69 12 211 996
89 83 16 1000
55 100 215 993
50 72 244 998
32 35 92 992
60 26 130 991
82 51 140 996
97 19 216 995
55 100 75 992
84 62 196 1000
44 95 138 990
6 31 10 1000
73 98 192 993
93 42 47 999
28 53 131 1000
69 12 198 991
89 83 129 1000
33 10 199 997
55 100 106 995
60 26 215 997
95 88 39 999
3 13 81 997
10 73 222 999
50 72 193 997
38 67 149 998
43 17 94 999
65 45 212 996
36 94 87 990
30 37 123 994
20 3 4 993
17 55 237 999
16 38 174 994
4 90 112 991
56 36 34 992
94 54 51 1000
21 40 33 997
45 82 130 997
55 100 211 998
23 21 238 999
41 20 102 992
37 4 72 995
98 92 58 999
60 26 47 990
38 67 179 998
74 23 40 998
21 40 62 996
39 44 190 999
94 54 161 994
7 59 16 999
61 71 239 992
44 95 32 996
87 57 19 996
95 88 150 997
82 51 206 997
41 20 138 999
39 44 197 998
87 57 116 999
49 2 217 998
74 23 221 994
2 34 115 991
7 59 225 990
25 7 36 995
87 57 108 998
7 59 97 999
55 100 231 997
96 70 33 996
69 12 61 997
71 52 120 997
7 59 115 990
50 72 161 999
58 30 144 991
3 13 46 997
78 87 35 997
12 60 107 1000
83 76 24 991
71 76 31 996
45 14 147 999
86 85 181 996
78 87 53 990
75 84 130 993
35 58 114 995
34 90 106 10
7 59 30 990
59 5 151 991
60 26 200 997
89 83 34 990
16 38 15 995
65 45 16 991
82 51 112 999
78 87 249 990
30 37 94 999
21 40 63 990
24 9 149 997
9 28 195 990
13 29 41 991
69 12 173 990
34 64 75 999
31 15 217 996
97 19 165 996
97 19 29 995
25 7 199 997
83 76 103 995
86 85 242 994
29 81 127 1
92 82 141 994
79 91 236 993
73 98 249 998
65 45 239 994
18 27 73 991
43 17 147 992
87 57 70 993
20 3 73 995
33 10 155 999
22 41 1 997
64 18 90 990
45 14 229 992
27 69 113 994
82 51 208 995
41 20 181 997
23 21 106 997
12 60 106 992
72 48 77 991
38 67 96 990
34 64 207 992
67 25 201 1000
99 81 55 999
72 48 2 997
54 78 209 995
96 70 110 995
67 25 196 999
9 28 111 994
57 96 17 990
87 57 94 995
23 21 145 994
90 39 19 996
26 24 27 998
14 97 14 994
17 55 90 997
90 39 7 991
56 36 248 990
21 40 155 998
87 57 58 999
95 88 63 991
78 87 188 992
1 68 31 996
36 94 250 999
1 68 225 996
8 43 151 996
60 26 213 998
56 36 172 999
49 2 39 1000
60 26 77 996
74 23 94 991
79 91 83 990
13 29 25 991
6 31 33 994
18 27 16 1000
1 68 140 999
27 69 195 991
32 35 112 996
38 67 131 990
32 35 17 1000
86 85 33 992
32 35 208 997
91 32 38 996
5 74 167 992
9 28 92 995
82 51 29 1000
61 71 149 999
46 49 100 998
73 98 141 999
28 53 216 991
69 12 53 991
31 15 66 995
71 52 243 994
92 82 181 996
59 5 167 995
85 47 131 991
36 94 110 996
77 80 40 996
79 91 76 996
66 77 65 992
14 97 239 998
27 69 207 994
15 65 214 990
80 46 80 998
26 24 188 1000
92 82 141 997
24 9 88 1000
55 100 176 996
3 13 38 1000
88 33 184 998
26 24 243 997
63 93 38 1000
18 27 167 1000
24 9 112 992
16 38 77 997
40 6 48 995
32 35 106 1000
63 93 220 990
52 22 82 997
64 18 249 997
39 44 96 998
70 99 32 1000
21 40 132 993
67 25 205 999
70 99 45 998
61 71 238 1000
67 25 47 991
93 42 201 993
71 52 5 994
66 77 119 998
3 13 135 991
70 99 78 1000
30 37 212 990
11 61 100 1000
34 64 52 991
17 55 177 991
55 100 204 992
17 55 44 1000
72 48 134 994
23 21 48 996
13 29 126 998
43 17 3 991
47 16 141 992
85 47 229 996
66 77 26 994
99 81 109 1000
49 2 175 997
36 94 172 990
66 77 69 995
20 3 58 996
45 14 195 998
7 59 26 992
38 67 98 999
53 63 178 999
53 63 152 997
56 36 243 999
53 63 126 990
60 26 135 997
79 91 125 992
39 44 44 995
22 41 205 998
73 98 110 999
33 10 139 997
44 95 179 991
14 97 216 996
20 3 118 995
50 72 44 992
79 86 156 10
53 63 82 999
13 29 26 992
35 58 200 995
91 32 235 998
16 38 61 996
35 58 23 1000
54 78 162 994
67 25 64 995
59 5 241 999
83 76 1 991
47 16 174 996
35 58 159 999
87 57 103 1000
72 48 206 995
88 33 98 992
99 81 130 994
42 89 45 991
77 80 81 998
18 27 120 1000
61 71 232 998
44 95 136 990
77 80 32 991
61 71 96 990
56 36 177 990
84 62 28 994
20 3 57 994
71 52 87 1000
33 10 213 997
94 54 173 997
24 9 86 1000
94 76 160 7
27 69 118 990
54 78 245 997
90 39 248 992
70 99 8 995
52 22 243 993
13 29 201 998
84 62 30 997
44 95 52 991
57 96 77 1000
50 72 4 992
76 75 223 994
94 54 6 993
13 29 243 992
27 69 196 991
22 41 113 990
35 58 55 991
70 99 203 990
25 7 227 997
41 20 156 1000
71 52 79 992
85 47 217 994
78 87 200 997
15 65 220 999
38 67 100 997
97 19 198 990
96 70 38 998
85 47 238 996
22 41 79 997
78 87 162 990
67 25 183 994
6 31 19 997
79 91 61 996
85 47 164 990
9 28 92 991
46 49 97 995
95 88 67 996
33 10 48 994
70 99 2 999
65 45 187 996
28 53 139 998
52 22 137 998
53 45 105 992
16 38 8 1000
87 57 183 995
83 76 239 994
32 35 75 994
82 51 75 991
46 49 43 990
22 41 192 997
17 55 146 993
28 53 126 992
33 10 230 990
71 52 15 991
70 99 189 995
49 2 37 998
90 39 216 994
19 56 176 996
60 26 181 992
96 70 173 1000
89 83 137 1000
48 11 204 990
50 72 85 998
12 60 14 996
8 43 193 994
15 65 107 992
39 44 221 999
56 36 31 998
51 50 158 993
56 36 134 992
69 12 109 991
75 84 14 990
54 78 246 998
74 23 135 991
66 77 128 1000
68 66 247 997
84 62 218 997
83 76 224 990
73 98 209 995
31 15 239 994
88 33 34 997
54 78 38 995
15 65 107 993
19 56 90 994
66 77 172 991
90 39 243 996
66 77 172 991
32 35 224 994
69 12 93 994
36 94 51 999
78 87 10 999
90 39 77 992
90 39 136 1000
48 11 128 997
19 56 188 990
49 2 63 997
1 68 173 993
85 47 195 994
7 59 36 991
3 13 214 999
54 78 200 991
76 75 102 1000
20 3 44 991
91 32 237 995
21 40 140 998
63 93 59 996
91 32 78 991
65 45 59 1000
69 12 105 991
27 69 46 994
6 31 128 991
31 15 158 995
32 35 25 993
71 52 194 992
32 35 146 998
19 56 41 1000
62 8 146 991
6 31 194 999
20 3 43 993
21 40 163 992
73 98 166 993
7 59 147 990
7 59 193 990
19 56 143 990
92 82 52 996
94 54 33 990
40 6 208 995
19 56 15 993
76 75 226 993
94 54 61 995
87 57 171 999
72 48 22 999
97 19 131 995
90 39 236 997
39 44 150 991
48 11 202 992
61 71 166 997
54 78 151 999
96 70 6 992
60 26 209 996
94 54 128 1000
66 77 136 994
16 38 34 994
77 80 76 999
77 80 136 994
24 9 12 996
30 37 209 995
12 60 58 997
35 58 166 991
13 29 180 1000
83 76 87 997
91 32 89 992
13 29 155 992
22 41 6 997
52 22 1 994
24 9 21 990
22 41 65 991
18 27 8 996
7 59 46 1000
12 60 227 998
93 42 161 1000
58 30 30 994
1 68 83 992
68 66 74 997
94 54 232 990
32 35 15 998
4 90 222 990
64 18 182 994
15 65 104 994
4 90 172 1000
96 70 60 993
92 82 201 997
24 9 207 998
59 5 88 991
37 4 155 998
87 57 39 991
94 54 70 999
28 53 135 998
20 3 57 997
50 72 99 992
12 60 246 992
94 54 173 994
86 85 13 994
6 31 60 995
96 70 52 997
7 59 85 998
73 98 88 999
85 47 45 1000
20 3 81 998
21 40 120 997
60 26 244 999
51 50 32 1000
10 73 80 993
26 24 77 995
13 29 221 991
48 11 217 999
44 95 143 995
55 100 218 1000
67 25 241 996
94 54 191 996
30 37 101 998
62 8 112 995
67 25 128 991
19 56 75 993
50 72 160 993
67 25 29 991
46 49 134 992
88 33 205 997
25 7 69 999
69 12 187 997
2 34 124 993
11 61 44 994
41 20 240 992
41 20 59 996
21 40 205 997
54 78 36 993
20 3 89 994
76 75 22 992
73 31 210 6
14 97 212 992
98 92 247 1000
48 11 153 991
44 95 91 996
62 8 204 991
34 64 40 991
73 98 182 998
98 92 223 999
79 91 225 993
79 91 240 999
88 33 198 998
7 59 72 995
39 44 169 1000
46 49 29 997
67 25 79 997
50 72 122 991
57 8 125 5
18 44 15 5
91 32 189 990
68 66 230 999
50 72 239 1000
25 7 243 996
70 99 191 992
31 15 150 990
98 92 56 994
15 65 34 990
41 20 184 997
28 53 180 991
96 70 208 998
62 8 36 999
86 68 167 1
30 37 176 1000
6 31 8 991
60 26 150 998
24 9 194 994
58 30 42 999
33 10 77 996
64 18 168 994
56 36 220 995
75 84 19 994
19 56 111 992
67 25 133 996
15 65 137 996
64 18 139 999
21 40 239 999
4 90 89 1000
17 55 155 990
51 50 172 996
91 32 21 998
34 64 140 999
58 30 119 997
64 18 45 990
13 29 135 999
63 93 6 995
36 94 201 999
7 59 31 993
20 3 177 1000
63 93 96 996
61 71 120 992
34 64 68 992
42 89 199 994
62 8 19 1000
35 58 132 1000
51 50 116 997
8 43 248 1000
71 52 176 997
28 53 195 996
28 53 201 1000
83 76 125 992
13 29 129 994
70 99 20 992
69 12 118 993
39 44 166 992
98 92 94 998
93 42 174 991
51 50 137 992
75 84 14 991
52 22 245 993
48 11 19 996
35 16 173 9
40 6 4 996
45 14 90 995
45 14 14 993
6 31 22 991
85 47 202 997
45 14 229 991
96 70 168 999
67 25 5 990
26 24 211 994
87 57 164 996
23 21 73 992
53 63 129 990
3 13 28 992
3 13 152 997
46 49 21 994
88 33 240 990
40 6 230 996
75 84 117 998
77 80 141 997
7 59 45 990
77 80 113 994
63 93 188 992
39 44 165 997
84 62 107 997
14 97 197 998
38 67 30 1000
91 32 108 1000
61 71 9 990
41 20 79 998
37 4 21 994
21 40 199 996
50 72 236 999
96 70 86 993
84 62 96 995
39 44 22 997
86 85 196 996
39 64 178 993
60 26 211 1000
47 16 176 998
59 5 117 997
87 57 36 995
18 27 33 999
67 25 71 992
78 87 123 991
28 53 19 994
16 38 41 993
79 91 125 999
87 57 52 990
8 43 223 998
35 58 245 996
23 21 201 994
24 9 52 999
92 82 34 998
63 93 211 991
75 84 216 990
34 64 172 1000
83 76 125 999
10 73 49 994
78 87 118 996
27 69 133 1000
23 21 226 993
43 17 22 998
1 68 165 999
10 73 200 991
91 32 23 993
60 26 195 990
12 60 91 995
22 41 209 991
44 95 217 994
44 95 153 993
5 74 160 990
98 92 162 998
48 11 236 991
73 98 108 997
72 48 81 995
53 63 214 998
80 46 151 995
68 66 170 990
19 56 237 997
15 65 82 997
62 8 96 1000
7 59 142 990
32 47 151 10
75 84 72 997
13 29 29 993
39 44 37 991
27 69 177 999
64 18 216 998
23 21 125 992
87 57 233 998
14 97 55 998
93 42 116 994
18 27 224 990
11 61 222 996
80 46 64 994
2 34 54 995
77 80 13 995
42 89 196 990
84 62 181 996
21 40 236 991
98 92 231 992
99 81 104 992
20 3 51 993
65 45 208 997
22 41 170 998
72 48 211 998
22 41 248 994
76 75 119 999
40 6 100 998
89 83 166 995
65 45 167 998
71 52 133 990
95 88 157 999
59 5 143 993
22 41 112 991
53 63 154 996
54 78 145 990
